"","region","block","data_source","station","longitude","latitude","year","station_year","date_start","date_end","survey_duration","fox","cat","bandicoot_sb","potoroo_ln","XGROUPNAME","EFG_NAME","treatment","foxbaits","elevation","ruggedness","wetness","rain_diff_percent_06months","rain_diff_percent_12months","rain_diff_percent_18months","rain_diff_percent_24months","tsf","n_fires","dist_nnv"
"11","glenelg","annya","glenelg_ark","a02",141.515721836208,-37.9823485526657,2016,"a02_2016","2016-11-24","2016-12-22",28,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,100.603698730469,0.13284969329834,7.49569988250732,25.7369928842066,10.544794188862,-6.63381491021777,-6.50621448324075,26,3,1088.90132420655
"12","glenelg","annya","glenelg_ark","a02",141.515721836208,-37.9823485526657,2017,"a02_2017","2017-11-15","2017-12-18",34,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,100.603698730469,0.13284969329834,7.49569988250732,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,27,3,1088.90132420655
"13","glenelg","annya","glenelg_ark","a02",141.515721836208,-37.9823485526657,2018,"a02_2018","2018-11-13","2018-12-21",39,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,100.603698730469,0.13284969329834,7.49569988250732,-20.0108166576528,-13.875656528643,-10.7299270072992,-5.20492680094123,28,3,1088.90132420655
"14","glenelg","annya","glenelg_ark","a02",141.515721836208,-37.9823485526657,2019,"a02_2019","2019-10-21","2019-12-16",57,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,100.603698730469,0.13284969329834,7.49569988250732,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,29,3,1088.90132420655
"15","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2013,"a03_2013","2013-11-06","2013-12-13",36,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,23,3,1409.55759456207
"16","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2014,"a03_2014","2014-11-05","2014-12-11",36,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,-26.6405833185133,-7.74499789701382,9.18092464506746,1.23327694910058,24,3,1409.55759456207
"17","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2015,"a03_2015","2015-11-12","2015-12-15",33,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,-37.6651388514424,-22.9447254555427,-23.9684510333746,-16.1002171984458,25,3,1409.55759456207
"18","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2016,"a03_2016","2016-11-22","2016-12-23",31,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,24.7073884418434,10.6117504542701,-7.09164530628938,-6.42140468227436,26,3,1409.55759456207
"19","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2017,"a03_2017","2017-11-15","2017-12-18",34,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,27,3,1409.55759456207
"20","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2018,"a03_2018","2018-11-11","2018-12-21",40,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,-20.3053435114504,-14.1483014732741,-10.9249817916969,-4.95346558902751,28,3,1409.55759456207
"21","glenelg","annya","glenelg_ark","a03",141.524825085333,-37.9846516231323,2019,"a03_2019","2019-10-21","2019-11-20",31,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,110.663696289062,0.428149223327637,6.72097492218018,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,29,3,1409.55759456207
"22","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2013,"a04_2013","2013-11-06","2013-12-11",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,74,1,1755.5034595105
"23","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2014,"a04_2014","2014-11-09","2014-12-11",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,-27.0896453395117,-10.0375803127652,8.99055918663774,0.702604853803079,75,1,1755.5034595105
"24","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2015,"a04_2015","2015-11-13","2015-12-15",33,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,-37.7321074454661,-22.780017100281,-24.007299270073,-16.2871725908493,76,1,1755.5034595105
"25","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2016,"a04_2016","2016-11-23","2016-12-22",30,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,24.9403122130395,10.6117504542701,-7.03984537615233,-6.46974807791666,77,1,1755.5034595105
"26","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2017,"a04_2017","2017-11-15","2017-12-18",34,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,78,1,1755.5034595105
"27","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2018,"a04_2018","2018-11-12","2018-12-21",40,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,-20.2480452952279,-14.0593576695716,-10.6842912437011,-5.02615558750628,79,1,1755.5034595105
"28","glenelg","annya","glenelg_ark","a04",141.532062534283,-37.9823929375029,2019,"a04_2019","2019-10-21","2019-11-20",31,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,117.626403808594,0.455224990844727,6.89247274398804,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,80,1,1755.5034595105
"29","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2013,"a05_2013","2013-11-06","2013-12-13",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,10,4,1736.28117442661
"30","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2014,"a05_2014","2014-11-07","2014-12-11",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,-26.5426052889324,-7.04123024762371,9.20080101947949,0.835791543756154,11,4,1736.28117442661
"31","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2015,"a05_2015","2015-11-12","2015-12-15",33,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,-37.6651388514424,-22.9447254555427,-23.9684510333746,-16.1002171984458,12,4,1736.28117442661
"32","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2016,"a05_2016","2016-11-22","2016-12-22",30,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,24.7073884418434,10.6117504542701,-7.09164530628938,-6.42140468227436,13,4,1736.28117442661
"33","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2017,"a05_2017","2017-11-15","2017-12-18",34,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,14,4,1736.28117442661
"34","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2018,"a05_2018","2018-11-13","2018-12-19",37,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,-20.0108166576528,-13.875656528643,-10.7299270072992,-5.20492680094123,15,4,1736.28117442661
"35","glenelg","annya","glenelg_ark","a05",141.530682527495,-37.9757657234832,2019,"a05_2019","2019-10-22","2019-12-11",50,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,121.248596191406,0.111712455749512,7.1906566619873,-11.5791344530348,-17.4320808374176,-13.8524202640288,-15.4514153386757,16,4,1736.28117442661
"36","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2013,"a06_2013","2013-11-06","2013-12-12",36,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,23,3,1011.3957086834
"37","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2014,"a06_2014","2014-11-06","2014-12-12",36,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,-26.5883609183129,-7.24339998791766,9.18092464506746,1.305418719212,24,3,1011.3957086834
"38","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2015,"a06_2015","2015-11-12","2015-12-15",33,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,-37.6651388514424,-22.9447254555427,-23.9684510333746,-16.1002171984458,25,3,1011.3957086834
"39","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2016,"a06_2016","2016-11-21","2016-12-22",31,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,27.3458200091365,10.7701637355974,-7.42044233690223,-6.39941602287255,26,3,1011.3957086834
"40","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2017,"a06_2017","2017-11-15","2017-12-18",34,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,27,3,1011.3957086834
"41","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2018,"a06_2018","2018-11-12","2018-12-19",38,0,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,-20.2480452952279,-14.0593576695716,-10.6842912437011,-5.02615558750628,28,3,1011.3957086834
"42","glenelg","annya","glenelg_ark","a06",141.530672625476,-37.9664825330619,2019,"a06_2019","2019-10-21","2019-12-16",57,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,127.918899536133,0.323149681091309,8.08924293518066,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,29,3,1011.3957086834
"43","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2013,"a07_2013","2013-11-06","2013-12-13",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,11,4,13.9226296377316
"44","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2014,"a07_2014","2014-11-06","2014-12-11",36,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,-26.5883609183129,-7.24339998791766,9.18092464506746,1.305418719212,12,4,13.9226296377316
"45","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2015,"a07_2015","2015-11-12","2015-12-15",33,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,-37.6651388514424,-22.9447254555427,-23.9684510333746,-16.1002171984458,13,4,13.9226296377316
"46","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2016,"a07_2016","2016-11-21","2016-12-22",32,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,27.3458200091365,10.7701637355974,-7.42044233690223,-6.39941602287255,14,4,13.9226296377316
"47","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2017,"a07_2017","2017-11-15","2017-12-18",34,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,15,4,13.9226296377316
"48","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2018,"a07_2018","2018-11-12","2018-12-21",40,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,-20.2480452952279,-14.0593576695716,-10.6842912437011,-5.02615558750628,16,4,13.9226296377316
"49","glenelg","annya","glenelg_ark","a07",141.542540780382,-37.9625799071003,2019,"a07_2019","2019-10-21","2019-12-16",57,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,131.822494506836,0.185800552368164,7.60023593902588,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,17,4,13.9226296377316
"50","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2013,"a08_2013","2013-11-08","2013-12-13",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,34.1687552213868,3.38466348784495,3.01357042583063,-3.78286289541945,71,2,25.6775471124327
"51","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2014,"a08_2014","2014-11-05","2014-12-12",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,-29.8161852470756,-12.3109809199589,2.95204678362577,-6.59170221015879,72,2,25.6775471124327
"52","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2015,"a08_2015","2015-11-12","2015-12-15",33,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,-29.7647623619779,-16.2863151335774,-21.7620979152909,-17.6557003131402,73,2,25.6775471124327
"53","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2016,"a08_2016","2016-11-20","2016-12-22",32,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,37.5303840544482,22.0185632945949,0.835866261398193,1.97419555417398,74,2,25.6775471124327
"54","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2017,"a08_2017","2017-11-15","2017-12-18",34,1,1,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,-2.31054710882323,10.4968944099379,22.1152030217188,15.5881784817465,75,2,25.6775471124327
"55","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2018,"a08_2018","2018-11-13","2018-12-21",39,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,-16.9274877553459,2.9581192589133,1.07007575757582,7.84442470356512,76,2,25.6775471124327
"56","glenelg","annya","glenelg_ark","a08",141.552330508311,-37.9625163257512,2019,"a08_2019","2019-10-21","2019-12-16",57,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,120.812896728516,0.192850112915039,11.8120718002319,-0.0355155676571779,-6.28428146058617,-5.86193959857436,-2.39714052604982,77,2,25.6775471124327
"57","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2013,"a09_2013","2013-11-07","2013-12-12",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,30.335678034013,5.72137797420836,4.88257782632455,5.31588003933134,71,2,656.643295343953
"58","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2014,"a09_2014","2014-11-05","2014-12-06",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,-26.6405833185133,-7.74499789701382,9.18092464506746,1.23327694910058,72,2,656.643295343953
"59","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2015,"a09_2015","2015-11-13","2015-12-15",33,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,-37.7321074454661,-22.780017100281,-24.007299270073,-16.2871725908493,73,2,656.643295343953
"60","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2016,"a09_2016","2016-11-22","2016-12-22",31,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,24.7073884418434,10.6117504542701,-7.09164530628938,-6.42140468227436,74,2,656.643295343953
"61","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2017,"a09_2017","2017-11-15","2017-12-19",34,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,75,2,656.643295343953
"62","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2018,"a09_2018","2018-11-20","2018-12-21",32,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,-22.4030724213607,-18.2393765980762,-10.7806691449814,-7.10066378417881,76,2,656.643295343953
"63","glenelg","annya","glenelg_ark","a09",141.550011946591,-37.9737031190566,2019,"a09_2019","2019-10-21","2019-10-26",4,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.761299133301,0.564087867736816,7.66742992401123,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,77,2,656.643295343953
"64","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2013,"a10_2013","2013-11-06","2013-12-12",36,0,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,0,2,1543.21526122584
"65","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2014,"a10_2014","2014-11-05","2014-12-07",36,1,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,-26.6405833185133,-7.74499789701382,9.18092464506746,1.23327694910058,1,2,1543.21526122584
"66","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2015,"a10_2015","2015-11-13","2015-12-15",32,1,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,-37.7321074454661,-22.780017100281,-24.007299270073,-16.2871725908493,2,2,1543.21526122584
"67","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2016,"a10_2016","2016-11-20","2016-12-22",32,1,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,27.4273176083379,10.7850863898151,-7.8097908289372,-6.11587330536822,3,2,1543.21526122584
"68","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2017,"a10_2017","2017-11-15","2017-12-17",33,0,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,4,2,1543.21526122584
"69","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2018,"a10_2018","2018-11-13","2018-12-21",39,0,0,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,-20.0108166576528,-13.875656528643,-10.7299270072992,-5.20492680094123,5,2,1543.21526122584
"70","glenelg","annya","glenelg_ark","a10",141.538345212122,-37.9866634682227,2019,"a10_2019","2019-10-21","2019-12-16",57,1,1,0,0,"Dry Forests","Forby Forest","non-treatment",0,124.102897644043,0.474987983703613,8.81755924224854,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,6,2,1543.21526122584
"71","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2013,"a11_2013","2013-11-06","2013-12-13",36,1,1,0,1,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,30.2544936821498,5.49145170059804,4.86348744084466,5.52339901477846,71,2,661.403951732766
"72","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2014,"a11_2014","2014-11-06","2014-12-10",36,1,0,0,1,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,-26.5883609183129,-7.24339998791766,9.18092464506746,1.305418719212,72,2,661.403951732766
"73","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2015,"a11_2015","2015-11-12","2015-12-15",33,1,0,0,1,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,-37.6651388514424,-22.9447254555427,-23.9684510333746,-16.1002171984458,73,2,661.403951732766
"74","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2016,"a11_2016","2016-11-21","2016-12-22",32,1,0,0,1,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,27.3458200091365,10.7701637355974,-7.42044233690223,-6.39941602287255,74,2,661.403951732766
"75","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2017,"a11_2017","2017-11-15","2017-12-18",34,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,-6.80958385876422,-0.213844931875059,11.3695373925763,5.64646372307048,75,2,661.403951732766
"76","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2018,"a11_2018","2018-11-12","2018-12-21",40,0,0,1,1,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,-20.2480452952279,-14.0593576695716,-10.6842912437011,-5.02615558750628,76,2,661.403951732766
"77","glenelg","annya","glenelg_ark","a11",141.557982800088,-38.0008842804944,2019,"a11_2019","2019-10-21","2019-12-16",57,1,0,1,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,137.538192749023,0.15618896484375,8.71496391296387,-10.9580463368817,-17.4278628032182,-14.0805223068553,-15.3094860212427,77,2,661.403951732766
"78","glenelg","annya","glenelg_ark","a12",141.563262609926,-38.0165954257156,2013,"a12_2013","2013-11-07","2013-12-12",36,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.344902038574,0.496912002563477,8.17730140686035,30.335678034013,5.72137797420836,4.88257782632455,5.31588003933134,6,2,400.206922366587
"79","glenelg","annya","glenelg_ark","a12",141.563262609926,-38.0165954257156,2014,"a12_2014","2014-11-07","2014-12-09",36,0,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.344902038574,0.496912002563477,8.17730140686035,-26.5426052889324,-7.04123024762371,9.20080101947949,0.835791543756154,7,2,400.206922366587
"80","glenelg","annya","glenelg_ark","a12",141.563262609926,-38.0165954257156,2015,"a12_2015","2015-11-13","2015-12-15",33,1,0,0,0,"Lowland Forests","Tall Mixed Forest","non-treatment",0,126.344902038574,0.496912002563477,8.17730140686035,-37.7321074454661,-22.780017100281,-24.007299270073,-16.2871725908493,8,2,400.206922366587
